,txt_id,text,tags
34,20130904forest,"В городе Тында Амурской области убили главу крупной лесозаготовительной компании « Туранлес » Сергея Сарнавского . Об этом 4 сентября сообщает агентство ИТАР-ТАСС . Преступники ворвались в дом 49-летнего бизнесмена в 23 часа 3 сентября . Они нанесли Сарнавскому многочисленные колото-резаные ранения и скрылись . Раненый скончался на месте . В момент убийства в доме находились жена , малолетние дети и теща бизнесмена . Их преступники не тронули . Возбуждено уголовное дело по 105-й статье УК РФ ( убийство ) . Семья Сарнавских известна в Тынде . Отец Сергея Николай Сарнавский считается инициатором внедрения безотходных технологий в лесной промышленности Приамурья . По состоянию на 2008 год Сарнавский-старший являлся председателем совета директоров « Туранлеса » . ",O O LOC LOC LOC CRI O O O O O O O SUF SUF O O O DAT DAT O O O O O O O O O O O O O DAT DAT O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF O O LOC O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O
35,20131203propaganda,"Двоих ЛГБТ-активистов — Николая Алексеева и Ярослава Евтушенко — впервые в российской истории оштрафовали по федеральному закону о запрете пропаганды нетрадиционных сексуальных отношений . Об этом сообщает « Интерфакс » . 3 декабря активисты были оштрафованы на 4 тысячи рублей каждый . Свою вину они не признали и будут обжаловать решение в Октябрьском районном суде Архангельска в течение десяти ближайших суток . Ранее штрафы за гей-пропаганду выписывались только на основании местных законов . Так , например , Алексеев в мае 2012 года был оштрафован на 5 тысяч рублей судом в Петербурге за одиночный пикет . Закон о запрете пропаганды нетрадиционных сексуальных отношений среди несовершеннолетних на федеральном уровне был принят в России в июне 2013 года . ",O O O OFF OFF O OFF OFF O O O O O O O O O O O CRI O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O OFF O DAT DAT DAT O O O O O O O O LOC O O O O O O O CRI O O O O O O O O O O O O O O O O O
36,20160801kabul,"В столице Афганистана Кабуле террористы атаковали отель Northgate , передает Reuters . Нападение произошло в ночь на понедельник , 1 августа . Перед гостиницей был взорван грузовик , после чего четверо боевиков открыли стрельбу . Отель Northgate , в котором живут преимущественно представители иностранных военных и гражданских организаций , представляет собой защищенный комплекс . Ответственность за нападение взяла на себя экстремистская группировка « Талибан » . 24 июля в результате взрыва , который устроил смертник на демонстрации национального меньшинства хазарейцев в Кабуле , погибли 80 человек , еще 231 пострадал . Ответственность за теракт взяла на себя террористическая группировка « Исламское государство »  ( ИГ ) ИГ и « Талибан » запрещены на территории России . ",O O LOC LOC OFF CRI O SUF O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O DAT DAT O O O O O O O O O O O O O LOC O O SUF SUF O O O O O O O O O O O O O O OFF OFF O O OFF O OFF O O OFF O O O O O O
37,20130709gorets,"Старший тренер бойцовского клуба « Горец » и один из его основателей Мусаил Алаудинов был убит в ночь на вторник на трассе Махачкала - Каспийск , передает агентство « Интерфакс » со ссылкой на представителя пресс-службы МВД по Дагестану . По данным собеседника агентства , около 0:30 неизвестные обстреляли автомобиль Алаудинова « Тойота Камри » из автоматического оружия . В дагестанском МВД не стали говорить о мотивах преступления , отметив лишь , что проводят оперативно-розыскные мероприятия . 35-летний Алаудинов был серебряным призером чемпионата мира по боевому самбо , чемпионом России по панкратиону и обладателем кубка мира по миксфайту , напоминает « Интерфакс » . Его клуб « Горец » является одним из ведущих в России центров по подготовке бойцов смешанных единоборств . ",O O O O O O O O O O O O SUF SUF O CRI O O O O O O LOC LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
38,20131104hilack,"Во время захвата автобуса на западе Норвегии погибли три человека , передает в понедельник , 4 ноября , местный телеканал TV2 . Инцидент произошел на трассе в коммуне Ордал , когда автобус следовал с популярного горнолыжного курорта Вальдрес в столицу Осло . По предварительным данным , погибшие получили тяжелые ножевые ранения . О количестве раненых информации пока нет , также не ясно , сколько всего человек находились в автобусе . Нападавший , мужчина в возрасте около 50 лет , задержан и доставлен в больницу . Сообщается , что он не является коренным норвежцем . О возможных мотивах преступления полиция ничего не рассказала . Как добавляют норвежские СМИ , вооруженный мужчина был задержан спасателями , которые прибыли на место происшествия после сообщений о возможном ДТП . ",O O CRI CRI O LOC LOC O SUF SUF O O O O O DAT DAT O O O O O O O O O O O LOC O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
39,20130708tomato,"Двое злоумышленников отобрали у безработного в Москве автомобиль с огурцами и помидорами , сообщает РИА Новости в понедельник , 8 июля , со ссылкой на пресс-службу ГУ МВД РФ по городу . 7 июля на 104-м километре МКАД двое злоумышленников , угрожая предметом , похожим на пистолет , отобрали у безработного автомобиль ГАЗ-3302 ( газель-тент ) , в кузове которого находился груз огурцов и помидоров , и скрылись , сообщили сотрудники пресс-службы ГУ МВД России по Москве . Позже машина была найдена на Амурской улице , примерно в 5 километрах от места угона , но уже без овощей . Потерпевший оценил ущерб в 90 тысяч рублей . По факту преступления возбуждено уголовное дело по статье « Разбой , совершенный группой лиц » , предусматривающей максимальное наказание в виде 10 лет лишения свободы . ",OFF OFF CRI O SUF O LOC O O O O O O O O O O O O DAT DAT O O O O O O O O O O O DAT DAT O LOC LOC LOC OFF OFF O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O CRI O O O O O O O O O O O O O O O O
40,20140609pakistan,"Нападению суннитских боевиков в пакистанском городе Тафтан ( провинция Белуджистан ) подверглись около 300 паломников-шиитов , 22 человека погибли и десятки ранены . Об этом в понедельник , 9 июня , пишет местная газета Dawn . В нападении участвовали четыре суннитских боевика . Пока никакая группировка не взяла на себя ответственность за теракт . По словам министра внутренних дел Белуджистана Акбара Дуррани , инцидент произошел недалеко от границы с Ираном — в месте , где пакистанские паломники-шииты обычно останавливаются на ночевку после посещения святынь . Десять автобусов с паломниками остановились в Тафтане у двух отелей , когда раздались два взрыва и началась интенсивная стрельба . В нейтрализации нападавших участвовали пограничники и таможенники , которые также понесли потери . ",O OFF OFF O LOC LOC LOC O LOC LOC O O O SUF SUF O O O O O O O O O O O O O DAT DAT O O O O O O O O O O OFF OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O
41,20131203cock,"На улице Новый Арбат в Москве закрыта букмекерская контора , где проводились подпольные петушиные бои , бега крыс и тараканов . Об этом 3 декабря сообщается на сайте ГУ МВД Москвы . Обыск в офисе букмекерской конторы проводился в рамках дела о мошенничестве . Оперативники обнаружили в компьютерах информацию о проведении незаконных азартных игр . Затем в подвале были найдены клетки с петухами , крысами и инсектарии с тараканами . Выяснилось , что там же в антисанитарных условиях проживали сотрудники заведения . Информация о состоянии подвала передана в Роспотребнадзор . О возбуждении дополнительного дела по статье « незаконные организация и проведение азартных игр » пока не сообщается . Также не разглашаются подробности о мошенничестве , в котором изначально подозревали владельцев конторы . ",O O LOC LOC O LOC O OFF OFF O O O CRI CRI CRI O CRI CRI O CRI O O O DAT DAT O O O O O O O O O O OFF OFF O O O O O O O O O O O O O O CRI CRI CRI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
42,20131002lasso,"В Москве группа злоумышленников с помощью микроавтобуса похитила банкомат из аптеки , сообщает РИА Новости со ссылкой на пресс-службу столичной полиции . В банкомате находилось около девяти миллионов рублей . По данным правоохранительных органов , которые приводит агентство , кража банкомата была совершена в ночь на вторник , 1 октября . Между тем ИТАР-ТАСС отмечает , что преступление произошло рано утром в понедельник , 30 сентября . Трое злоумышленников накинули трос на банкомат , стоявший в холле аптеки по адресу проспект Мира , до 182 , корпус 2 , другой конец троса привязали к микроавтобусу и с помощью автомобиля выволокли банкомат из помещения . После этого преступники погрузили банкомат в микроавтобус и скрылись с места преступления . По факту преступления возбуждено уголовное дело . ",O LOC OFF OFF O O O CRI CRI O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O LOC LOC O O LOC O LOC LOC O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O
43,20130709semender,"Журналист общественно-политического еженедельника « Новое дело » Ахмеднаби Ахмеднабиев убит утром во вторник в пригороде Махачкалы . Об этом агентству « Интерфакс » рассказали в пресс-службе МВД по Дагестану . Согласно информации полицейских , машину Ахмеднаби Ахмеднабиева обстреляли в 50 метрах от его дома в поселке Семендер . Связано ли убийство с профессиональной деятельностью жертвы , не сообщается . На месте работает оперативно-следственная бригада , отметили в пресс-службе . Между тем источник РИА Новости в правоохранительных органах Дагестана рассказал , что ранее на Ахмеднабиева уже было два покушения . Как сообщается на сайте еженедельника « Новое дело » , он выходит с августа 1991 года . Ахмеднабиев работал первым заместителем главного редактора издания и руководил отделом политики . ",O O O O O O O SUF SUF O O O O O LOC LOC O O O O O O O O O O O O O O O O O O O SUF SUF O O O O O O O O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O
44,20130501debosh,"В московском аэропорту « Шереметьево » задержан мужчина , попытавшийся на внедорожнике въехать на летное поле . Об этом 1 мая сообщает агентство « Интерфакс » . Примерно в 20 часов 30 апреля нетрезвый мужчина на Nissan Pathfinder пристроился за автомобилем ремонтной фирмы , подъехавшем к КПП ремонтируемого перрона аэропорта . У самого КПП внедорожник резко обогнал ремонтный автомобиль и на несколько метров проехал вглубь охраняемой территории . Сотрудники службы безопасности почти сразу остановили автомобиль и задержали водителя . Мужчина вел себя агрессивно , нецензурно ругался и пытался убежать на летное поле . При обыске у мужчины не нашли никаких документов , в том числе водительских прав . Внедорожник обследовали взрывотехники , но взрывных устройств и взрывчатых веществ там не нашлось . ",O LOC LOC O LOC O O OFF O O O O O O O O O O O DAT DAT O O O O O O O O O O DAT DAT O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O
45,20160804london,"В Лондоне в результате нападения преступника погиб один человек , еще пять получили ножевые ранения , передает BBC News . Инцидент произошел на Рассел-Сквер , в центре британской столицы , поздно вечером в среду , 3 августа . Сообщение о вооруженном ножом мужчине и получивших ранения людях поступило в экстренные службы в 22:33 ( 01:33 мск 4 августа ) . На месте были найдены шесть пострадавших , спустя короткое время врачи констатировали смерть женщины . Четыре мужчины и женщина получили ранения различной степени тяжести . 19-летний мужчина , подозреваемый в совершении этого преступления , был задержан в 22:39 . Один из полицейских применил против него тазер . По предварительным данным , нападавший страдает психическим расстройством . При этом в качестве возможного мотива рассматривается и терроризм . ",O LOC O O CRI OFF O SUF SUF O O O O O O O O O O O O O O LOC O O O O O O O O O O O DAT DAT O O O O O OFF O O O SUF O O O O O O O O DAT DAT DAT O O O O O O O O O O O O O O O O O SUF SUF O SUF O O O O O O OFF OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
46,20130906boxer,"Чемпион США по боксу среди юниоров 5 сентября скончался в больнице после избиения . Об этом сообщает Associated Press . 17-летний боксер Алексис Урбина был доставлен в больницу 5 сентября после того , как сотрудники полиции обнаружили его около 13:30 лежащим на полу в крови и без сознания в одной из комнат в доме своих родителей в городе Феникс , штат Аризона . Кто вызвал полицию , не сообщается . Члены семьи Урбина рассказали о пропаже некоторых памятных вещей , связанных с боксом . О каких предметах идет речь , в сообщении не говорится . Следов взлома сотрудники правоохранительных органов не обнаружили . В качестве одной из версий случившегося следователи рассматривают грабеж . Алексис Урбина стал чемпионом США по боксу среди юниоров в весовой категории до 64 килограммов в апреле 2013 года . ",O O O O O O DAT DAT O O O O CRI O O O O O O O O O SUF SUF O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC LOC O O O O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF SUF O O O O O O O O O O O O O O O O O O
47,20131002children,"В подмосковном Подольске задержан мужчина , которого подозревают в вымогательстве денег у продавцов продуктовых магазинов . Об этом 2 октября сообщается на сайте областного ГУ МВД . По версии следствия , 30-летний ранее судимый житель Серпухова предлагал подольским школьникам по две тысячи рублей за участие в мошеннической схеме . Дети приходили в магазин и уговаривали продавца продать им спиртное или сигареты . Если продавец соглашался , мошенник подходил к кассе и представлялся сотрудником Федеральной налоговой службы . Он утверждал , что может инициировать возбуждение уголовного дела . В обмен на снятие претензий мужчина требовал от 20 до 50 тысяч рублей . Возбуждено дело по 159-й статье УК РФ ( мошенничество ) . Следователи определяют круг потерпевших . Суд поместил подозреваемого под арест . ",O LOC LOC O OFF O O O O CRI CRI O SUF O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
48,20140806four,"Преступники украли пять картин из музея Левитана в Ивановской области за четыре минуты . Об этом сообщает « Интерфакс » со ссылкой на пресс-центр МВД России . По словам представителей ведомства , похитители проникли в музей в Плесе в 03:08 . Сотрудники полиции прибыли сразу после срабатывания сигнализации — в 03:12 . Однако к этому времени злоумышленники успели скрыться . Оперативники выяснили , что преступников было двое . Сначала они залили две камеры видеонаблюдения краской из аэрозольного баллончика , а потом кувалдами разбили бронированное стекло . Из Дома-музея Исаака Левитана они вынесли пять полотен Левитана: « Розы » ,  « Овраг за забором » ,  « Тихая речка » ,  « Полустанок » и « Речная заводь » . Это пятая часть коллекции музея . По предварительным данным , ущерб составляет около 77 миллионов рублей . ",OFF CRI O O O LOC LOC O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O O O O O OFF O O O O O O O OFF O OFF O O O O O O O O O O O O O O O O O O O O LOF LOF LOF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF O O O O O O O O O O O O
49,20140603crime1,"Угонщик не смог похитить автомобиль « Бентли » в центре столицы на глазах у хозяина машины . Причиной неудачи стали другие автомобили , которые « заперли » дорогостоящую иномарку . В результате злоумышленник прихватил лишь ключи от машины , сообщает « Интерфакс » со ссылкой на пресс-службу управления МВД по Москве . Инцидент произошел в ночь на понедельник , 2 июня , на улице Большая Якиманка . Выяснилось , что когда владелец дорогостоящей иномарки садился в автомобиль , к нему подошел неизвестный и , угрожая физической расправой , потребовал ключи от машины . Затем , угонщик сел за руль и попытался скрыться , однако сделать это не получилось , поскольку « Бентли » оказалась заблокирована другими автомобилями . В результате злоумышленник сбежал , прихватив ключи от иномарки . Ведется розыск подозреваемого . ",OFF O O O O O O O O LOC LOC O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O DAT DAT O O LOC LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O
50,20131102tinkoff,"В Москве по подозрению в вымогательстве двух миллионов долларов у банка « Тинькофф » задержан разработчик компьютерных игр . Об этом в субботу , 2 ноября , сообщает телеканал НТВ . Сейчас подозреваемый содержится под стражей . Он частично признал вину . По статье о вымогательстве ему грозит до 15 лет колонии . По данным телеканала , Петр Головин утверждал , что завладел базой данных на всех клиентов банка , и угрожал передать ее третьим лицам . Сотрудники банка согласились заплатить за эту базу 600 тысяч долларов . При получении денег Головина задержали полицейские . Ни подтверждения , ни опровержения информации о получении Головиным доступа к базе данных банка в сообщении не приводится . Подробной информации о личности подозреваемого пока также нет . Известно только , что Головин родился в 1980 году . ",O LOC O O O CRI O O O O SUF O SUF O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O O O O O CRI O O O O O O O O O O O OFF OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O
51,20140208kids,"Внедорожник , в котором спали двое детей , угнали на северо-востоке Москвы вечером в субботу , 8 февраля . Об этом сообщает агентство « Интерфакс » со ссылкой на начальника управления информации и общественных связей ГУ МВД России по Москве Андрея Галиакберова . Автомобиль Land Rover был припаркован около одного из домов на Абрамцевской улице , рассказал Галиакберов . Как предположили в полиции , угонщик сначала не заметил детей , а затем , обнаружив их , бросил машину на Угличской улице недалеко от места угона . Детям , оказавшимся в машине на заднем сиденье , 5 и 10 лет , уточняет интернет-издание Life News . Почему они спали в машине и где были взрослые , не поясняется . Несовершеннолетние не пострадали и уже переданы родителям . Полиция разыскивает злоумышленника , заверил представитель ГУ МВД по Москве . ",O O O O O O O O CRI O LOC LOC O O O O DAT DAT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O LOC LOC O O O O O O O O O OFF O O O O O O O O O O O O O O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
52,20140203teacher,"В результате стрельбы в школе 263 в московском районе Отрадное погибли один сотрудник полиции и учитель . Об этом сообщает РИА Новости со ссылкой на МВД . Еще один полицейский получил ранения . Все дети , находившиеся в помещении , куда проник стрелявший , были освобождены , никто из них не пострадал . Ранее в ведомстве сообщили , что напавший на школу был обезврежен , не уточнив при этом подробностей . Стрелком оказался один из учеников старших классов . Никаких требований стрелявший не выдвигал . Мотивы его действий пока не ясны . Как ранее сообщалось , днем 3 февраля вооруженный преступник проник в школу 263 в Отрадном: угрожая охраннику оружием , он проник в кабинет биологии , где в это время шел урок у десятого класса . Когда на место происшествия прибыли полицейские , стрелок открыл по ним огонь из окна . ",O O CRI O LOC LOC O LOC LOC LOC O SUF SUF SUF O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O OFF OFF OFF OFF OFF O  O O O O O O O O O O O O O O O O O O DAT DAT O O O O O LOC O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
53,20130203twogirls,"По факту гибели двух школьниц из Новосибирска , покончивших с собой 2 февраля , возбуждено уголовное дело о доведении до самоубийства . Об этом сообщается на сайте Следственного управления СК РФ по Новосибирской области . Тела двух девушек были обнаружены в Горском жилмассиве Ленинского района Новосибирска вечером 2 февраля . В ходе проверки выяснилось , что 14-летняя и 17-летняя школьницы прыгнули с 14 этажа жилого дома . Как уточняется , девушки были представительницами готической субкультуры . У одной из них найден уцелевший мобильный телефон , на котором сохранилась видеозапись прощания самоубийц с друзьями и родственниками . Также в личных вещах погибших обнаружена предсмертная записка . Дело возбуждено по статье 110 УК РФ ( доведение до самоубийства ) . Полиция выясняет мотивы суицида несовершеннолетних . ",O O O SUF SUF O LOC O CRI CRI CRI DAT DAT O O O O O CRI CRI CRI O O O O O O O O O O O O O O O SUF SUF O O O LOC LOC LOC LOC LOC O DAT DAT O O O O O O O O O O SUF O O O O O O O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O CRI CRI CRI O O O O O O O O
54,20140709dagestan,"Сотрудник полиции погиб в результате обстрела его автомобиля на окраине Хасавюрта . Об этом пишет « Российская газета » со ссылкой на пресс-службу МВД по Республике Дагестан . Нападавшие перегородили путь машине полицейского и открыли огонь из автоматического оружия . Сотрудник правоохранительных органов , находившийся за рулем , умер от полученных ранений . Также пострадал проходящий мимо мужчина , он был госпитализирован . « Сотрудник городской полиции получил тяжелое огнестрельное ранение и скончался по дороге в больницу . В результате беспорядочной стрельбы бандитов получил касательное ранение и прохожий . Его доставили в городскую клиническую больницу » , — рассказали в правоохранительных органах . В настоящий момент на месте происшествия работает оперативно-следственная группа . В городе объявлен план « Перехват » . ",SUF SUF O O O CRI O O O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF SUF SUF O O O O O O O O O O O O SUF SUF SUF O O O O O O SUF SUF SYF O O O O O O O O O O O O O O O OFF O O O O SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
55,20140402kerzhakov,"Предполагаемый мошенник , похитивший более 300 миллионов рублей у футболиста петербургского « Зенита » Александра Кержакова , задержан в Воронеже . Об этом сообщил в среду , 2 апреля , Следственный комитет России . Задержанный 36-летний Михаил Сурин доставлен в Санкт-Петербург , решается вопрос о его аресте . Если суд признает вину Сурина , ему грозит до 10 лет тюрьмы . По версии следствия , в период с февраля 2011-го по октябрь 2012 года Сурин и его сообщники мошенническим путем выманили у спортсмена свыше 329 миллионов рублей . Деньги они обещали выгодно вложить в строительство нефтеперерабатывающего завода в Воронежской области , однако в действительности просто присвоили . Александр Кержаков входит в состав российской сборной , а также является лучшим бомбардиром « Зенита »  ( 155 голов ) . Всего же на его счету 211 мячей . . ",O OFF O O O O O O O O O O O O SUF SUF O O O LOC O O O O O O O DAT DAT O O O O O O O OFF OFF O O LOC O O O O O O O O O O O OFF O O O O O O O O O O O O O O O DAT DAT O DAT DAT DAT OFF O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O
56,20150302rob_the_caravans,"В США трое вооруженных людей ограбили грузовую фуру с золотом , сообщает Reuters . Цена похищенного составляет 4 миллиона долларов . Инцидент произошел 1 марта на автомагистрали I-95 в Северной Каролине . Фура , груженая золотом и серебром , двигалась из Майами в Массачусетс . Водителю автомобиля из-за технических неполадок пришлось остановиться на обочине в 50 километрах к востоку от города Роли . В этот момент к грузовику подъехал белый фургон , из которого вышли трое вооруженных людей . Они заставили всех лечь на землю и связали руки . Затем злоумышленники под угрозой оружия загнали двоих охранников в лес , а сами забрали несколько золотых слитков и скрылись . Джей Родригез , исполнительный директор транспортной компании TransValue , которой принадлежит грузовик , пообещал 50 тысяч долларов за помощь в аресте преступников . ",O LOC OFF OFF OFF CRI O O O O O O O O O O O O O O O O O DAT DAT O LOC LOC O LOC LOC O O O O O O O O O O LOC O LOC O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O OFF OFF OFF O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O SUF SUF O O O O O SUF O O O O O O O O O O O O O O O O
57,20130808escape,"В Москве при перевозке совершили побег три особо опасных рецидивиста . Об этом 8 августа сообщает агентство « Интерфакс » со ссылкой на источник в правоохранительных органах . Рецидивистов везли в автозаке в изолятор « Щелково » , расположенный в Зеленограде . На 85-м километре внешнего кольца МКАД машине пришлось остановиться из-за поломки . Во время ремонта рецидивисты , закованные в наручники , сумели сбежать . По одной версии , конвойные допустили халатность . По другой версии , они находились в сговоре с беглецами . Какой статус имели беглецы ( задержанные или арестованные , подозреваемые или обвиняемые ) , источник « Интерфакса » не сообщил . Позднее в пресс-службе ГУ МВД Московской области заявили , что беглецы — молодые люди 1990 , 1991 и 1992 годов рождения . Двое из них проходят по делу о наркоторговле , а один — по делу о краже . ",O LOC O O CRI CRI OFF OFF OFF OFF O O O DAT DAT O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O LOC LOC LOC LOC LOC O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
58,20131209siam,"В городе Бийск Алтайского края с выставки « Кунсткамера » украли две колбы с сиамскими близнецами . Об этом 9 декабря сообщается на сайте МВД РФ . По подозрению в краже задержана 32-летняя местная жительница . По версии следствия , она пришла на выставку в качестве посетительницы . Когда смотрительница отвлеклась , женщина сунула колбы под куртку и покинула музей . Подозреваемую задержали через день после совершения кражи , экспонаты уже возвращены на выставку . По информации издания Vip-Barnaul , женщина признала свою вину , однако не смогла дать внятного ответа о мотиве преступления . По информации открытых источников , выставка « Кунсткамера » со 2 до 15 декабря проходит в Краеведческом музее имени Виталия Бианки . Организаторы выставки утверждают , что их цель — продемонстрировать гражданам последствия алкоголизма и наркомании . ",O O LOC LOC LOC O O O LOC O CRI O O O O O O O O DAT DAT O O O O O O O O O CRI O O OFF OFF O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O O O LOC LOC LOC LOC LOC O SUF SUF O O O O O O O O O O O O O
59,20130805box,"Во Владивостоке по подозрению в вымогательстве 60 тысяч долларов помещен под арест спортсмен , неформальный лидер дагестанской диаспоры . Об этом 5 августа сообщается на сайте УМВД Приморского края . По информации РИА Новости , арестованного зовут Багама Никабагамаев . МВД называет подозреваемого « чемпионом по боксу » , но РИА Новости сообщает , что он является чемпионом Дальнего Востока по вольной борьбе . По версии следствия , Никабагамаев требовал 60 тысяч долларов от бизнесмена . Газета « Коммерсантъ » сообщает , что спортсмен заставлял предпринимателя вернуть несуществующий долг . Потерпевший обратился в полицию , и 22 июля подозреваемого задержали . По каким причинам затянулось решение вопроса об аресте , не уточняется . В прошлом Никабагамаев уже не раз был судим за вымогательство . В последний раз он вышел на свободу в 2009 году . ",O LOC O O O CRI O O O O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O OFF OFF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O OFF O O O O O SUF O O O O O O O O O O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O O O O O OFF O O O O O O O O O O O O O O O O O O O
60,20130401univer,"В Ставрополе произошла массовая драка между студентами Северо-Кавказского федерального университета . Об этом 1 апреля сообщает РИА Новости . В конфликте , произошедшем вечером 31 марта около Дворца культуры и спорта профсоюзов , участвовали до сорока человек . По информации агентства « Интерфакс » , среди них уроженцы Ингушетии и Карачаево-Черкесии . Один молодой человек стрелял из травматического пистолета . Ранения в ходе драки получили три человека . Все они были доставлены в больницу , но врачи оставили в стационаре только одного . В полицию доставили 23 человека , на 17 из них составили административные протоколы . Возбуждено уголовное дело по 213-й статье УК РФ ( хулиганство ) . Университет проводит в связи с инцидентом внутреннюю проверку . По предварительным данным , ссора между двумя группами студентов произошла на бытовой почве . ",O LOC O O CRI O O O O O O O O DAT DAT O O O O O O O O O DAT DAT O LOC LOC O LOC LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O SUF SUF O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O CRI O O O O O O O O O O O O O O O O O O OFF OFF O O O O O
61,20130803explosion,"В афганском городе Джалалабад у здания консульства Индии террористы-смертники подорвали заминированный автомобиль , сообщает Agence France-Presse . По предварительным данным , погибли 8 человек , еще более 20 получили различные травмы . Заминированный автомобиль с тремя смертниками врезался в ограду рядом с консульством , в результате взрыва пострадали близлежащие магазины . Сведений о пострадавших и погибших среди сотрудников консульства Индии нет . По словам представителя полиции Джалалабада , которые приводит Reuters , после взрыва , который произошел утром в субботу , 3 августа , завязалась перестрелка . Сведений о том , кто из действующих на территории Афганистана террористических группировок взял на себя ответственность за теракт , не поступало . Associated Press отмечает , что боевики движения « Талибан » уже отвергли свою причастность к взрыву . ",O O O LOC O LOC LOC LOC OFF CRI O O O O O O O O O O O O SUF SUF O O O O O O O O O O O O OFF O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O DAT DAT O O O O O O O O O O O O O LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
